Африк	Afrika
Ангилал:Японы тэшүүрчид	Kategorie:Eisschnellläufer (Japan)
Ангилал:Зүүн Германы хөнгөн атлетикчид	Kategorie:Leichtathlet (DDR)
Ангилал:Шведийн хөнгөн атлетикчид	Kategorie:Leichtathlet (Schweden)
Ангилал:Чехийн хөнгөн атлетикчид	Kategorie:Leichtathlet (Tschechien)
Ангилал:Кубын хөнгөн атлетикчид	Kategorie:Leichtathlet (Kuba)
Ангилал:Францын хөнгөн атлетикчид	Kategorie:Leichtathlet (Frankreich)
Ангилал:Гайанагийн улс төрчид	Kategorie:Politiker (Guyana)
Ангилал:Никарагуагийн улс төрчид	Kategorie:Politiker (Nicaragua)
Ангилал:Либерийн улс төрчид	Kategorie:Politiker (Liberia)
Ангилал:Литвын улс төрчид	Kategorie:Politiker (Litauen)
Ангилал:Вьетнамын улс төрчид	Kategorie:Politiker (Vietnam)
Ангилал:Угандагийн улс төрчид	Kategorie:Politiker (Uganda)
Ангилал:Украйны улс төрчид	Kategorie:Politiker (Ukraine)
Ангилал:Замбийн улс төрчид	Kategorie:Politiker (Sambia)
Ангилал:Колумбын улс төрчид	Kategorie:Politiker (Kolumbien)
Ангилал:Ганын хөлбөмбөгчид	Kategorie:Fußballspieler (Ghana)
Ангилал:1933 онд өнгөрсөн	Kategorie:Gestorben 1933
Ангилал:1961 онд нас барагсад	Kategorie:Gestorben 1961
Ангилал:Вануату	Kategorie:Vanuatu
Ангилал:Азербайжаны спорт	Kategorie:Sport (Aserbaidschan)
Ангилал:Азербайжаны газар зүй	Kategorie:Geographie (Aserbaidschan)
Ангилал:Иракийн газарзүй	Kategorie:Geographie (Irak)
Ангилал:Хөлбөмбөг Японд	Kategorie:Fußball in Japan
Ангилал:Солонгосын газарзүй	Kategorie:Geographie (Korea)
Ангилал:Люксембургийн хүн	Kategorie:Luxemburger
Ангилал:Тажикийн хүн	Kategorie:Tadschike
Ангилал:Ямайка	Kategorie:Jamaika
Загвар:Lang-hy	Vorlage:HyS
Ангилал:Бутаны хаад	Kategorie:König (Bhutan)
Ангилал:АНУ-ын волейболчид	Kategorie:Volleyballspieler (Vereinigte Staaten)
Ангилал:Ганын хотууд	Kategorie:Ort in Ghana
Ангилал:ЗХУ-ын тэшүүрчид	Kategorie:Eisschnellläufer (Sowjetunion)
Ангилал:Сэтгүүлчид	Kategorie:Journalist
Ангилал:Чилийн дипломатч	Kategorie:Chilenischer Diplomat
Ангилал:Японы жүдочин	Kategorie:Judoka (Japan)
Ангилал:Австралийн хөнгөн атлетикчид	Kategorie:Leichtathlet (Australien)
Ангилал:Финландын авто уралдаанчид	Kategorie:Rennfahrer (Finnland)
Ангилал:Шинэ Зеландын улс төрчид	Kategorie:Politiker (Neuseeland)
Ангилал:Монгол Улсын улс төрчид	Kategorie:Politiker (Mongolei)
Ангилал:Бразилын улс төрчид	Kategorie:Politiker (Brasilien)
Ангилал:Сент-Киттс ба Невисийн улс төрчид	Kategorie:Politiker (St. Kitts und Nevis)
Ангилал:Шведийн улс төрчид	Kategorie:Politiker (Schweden)
Ангилал:Аргентины улс төрчид	Kategorie:Politiker (Argentinien)
Ангилал:Эстоны улс төрчид	Kategorie:Politiker (Estland)
Ангилал:Узбекийн улс төрч	Kategorie:Politiker (Usbekistan)
Ангилал:Индонезийн улс төрчид	Kategorie:Politiker (Indonesien)
Ангилал:Чехийн улс төрчид	Kategorie:Politiker (Tschechien)
Ангилал:Камбожийн улс төрч	Kategorie:Politiker (Kambodscha)
Ангилал:Грекийн хөлбөмбөгчид	Kategorie:Fußballspieler (Griechenland)
Ангилал:Өмнөд Африкийн хөлбөмбөгчид	Kategorie:Fußballspieler (Südafrika)
Ангилал:Зүүн Германы хөлбөмбөгчид	Kategorie:Fußballspieler (DDR)
Ангилал:Литвын хөлбөмбөгчид	Kategorie:Fußballspieler (Litauen)
Ангилал:Македоны хөлбөмбөгчид	Kategorie:Fußballspieler (Mazedonien)
Ангилал:Сенегалын хөлбөмбөгчин	Kategorie:Fußballspieler (Senegal)
Ангилал:ЗХУ-ын хөлбөмбөгчид	Kategorie:Fußballspieler (Sowjetunion)
Ангилал:Исландын хөлбөмбөгчид	Kategorie:Fußballspieler (Island)
Ангилал:Израилийн хөлбөмбөгчид	Kategorie:Fußballspieler (Israel)
Ангилал:Камеруны хөлбөмбөгчид	Kategorie:Fußballspieler (Kamerun)
Ангилал:Норвегийн цаначид	Kategorie:Skilangläufer (Norwegen)
Ангилал:Английн теннисчид	Kategorie:Tennisspieler (England)
Ангилал:Их Британийн уран гулгагчид	Kategorie:Eiskunstläufer (Vereinigtes Königreich)
Ангилал:МЭӨ 323 онд нас барагсад	Kategorie:Gestorben 323 v. Chr.
Ангилал:МЭӨ 479 онд нас барагсад	Kategorie:Gestorben 479 v. Chr.
Ангилал:Катар	Kategorie:Katar
Ангилал:Кыргызстан	Kategorie:Kirgisistan
Ангилал:Солонгос	Kategorie:Korea
Ангилал:Кувейт	Kategorie:Kuwait
Ангилал:Лаос	Kategorie:Laos
Ангилал:Ливан	Kategorie:Libanon
Ангилал:Мьянмар	Kategorie:Myanmar
Ангилал:Балба	Kategorie:Nepal
Ангилал:Оман	Kategorie:Oman
Ангилал:Тажикистан	Kategorie:Tadschikistan
Ангилал:Мозамбикийн хүн	Kategorie:Mosambikaner
Ангилал:Венесуэлийн хүн	Kategorie:Venezolaner
Ангилал:Зүүн Тимор	Kategorie:Osttimor
Ангилал:Исландын хүн	Kategorie:Isländer
Ангилал:Уэльсчүүд	Kategorie:Waliser
Ангилал:Хойд Солонгосчууд	Kategorie:Nordkoreaner
Ангилал:Туркменистан	Kategorie:Turkmenistan
Ангилал:Чиличүүд	Kategorie:Chilene
Ангилал:Узбек орон	Kategorie:Usbekistan
Ангилал:Эмч нар	Kategorie:Mediziner
Ангилал:Арабын Нэгдсэн Эмирт Улс	Kategorie:Vereinigte Arabische Emirate
Ангилал:Сербийн сагсан бөмбөгчид	Kategorie:Basketballspieler (Serbien)
Ангилал:Канадын сагсан бөмбөгчид	Kategorie:Basketballspieler (Kanada)
Ангилал:Германы биатлончид	Kategorie:Biathlet (Deutschland)
Ангилал:Норвегийн цанын харайлтын тамирчид	Kategorie:Skispringer (Norwegen)
Ангилал:Финландын тамирчид	Kategorie:Sportler (Finnland)
Ангилал:Германы тэшүүрчид	Kategorie:Eisschnellläufer (Deutschland)
Ангилал:Ливийн хотууд	Kategorie:Ort in Libyen
Ангилал:Угандын хөнгөн атлетикчид	Kategorie:Leichtathlet (Uganda)
Ангилал:Беларусийн улс төрчид	Kategorie:Politiker (Weißrussland)
Ангилал:Австрийн улс төрч	Kategorie:Politiker (Österreich)
Ангилал:Британийн сэлүүрт завьчид	Kategorie:Ruderer (Vereinigtes Königreich)
Ангилал:Мексикийн хөлбөмбөгчид	Kategorie:Fußballspieler (Mexiko)
Ангилал:Эстоны хөлбөмбөгчид	Kategorie:Fußballspieler (Estland)
Ангилал:Испанийн хүн	Kategorie:Spanier
Ангилал:Колумбын хүн	Kategorie:Kolumbianer
Ангилал:Норвегийн цанын хоёр төрөлтийн тамирчид	Kategorie:Nordischer Kombinierer (Norwegen)
Ангилал:Хятадын усанд үсрэгчид	Kategorie:Wasserspringer (China)
Ангилал:Зөвлөлт Холбоот Улс	Kategorie:Sowjetunion
Ангилал:Эртний Ром	Kategorie:Römische Geschichte
Ангилал:Гвиней-Биссаугийн хүн	Kategorie:Guinea-Bissauer
Ангилал:Японы цэргийн зүтгэлтэн	Kategorie:Militärperson (Japan)
Ангилал:Геологийн загварууд	Kategorie:Vorlage:Linkbox Geologie
Ангилал:Японы уран гулгагч	Kategorie:Eiskunstläufer (Japan)
Ангилал:Францын уран гулгагчид	Kategorie:Eiskunstläufer (Frankreich)
Ангилал:Олон хэлийг дэмжих загварууд	Kategorie:Vorlage:Fremdsprachenunterstützung
Ангилал:Зүүн Герман	Kategorie:Deutsche Demokratische Republik
Ангилал:Сагсан бөмбөгийн загварууд	Kategorie:Vorlage:Basketball
Ангилал:Инфобокс дайн	Kategorie:Vorlage:Infobox Militär und Waffen
Ангилал:Загвар доторх загварууд	Kategorie:Vorlage:für Vorlagen
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Kategorie:Fußball-Europameisterschaft 2000
Отто Портер	Otto Porter
Ангилал:Номын сан ба мэдээлэл зүй	Kategorie:Bibliothekswesen
Ангилал:Агаар мандал	Kategorie:Atmosphäre
Загвар:User de-4	Vorlage:User de-4
Ангилал:Уэльс	Kategorie:Wales
Ангилал:Америкийн компаниуд	Kategorie:Unternehmen (Vereinigte Staaten)
Ангилал:Өмнөд Солонгосын компаниуд	Kategorie:Unternehmen (Südkorea)
Ангилал:Африкийн нуурууд	Kategorie:See in Afrika
Ангилал:Чехословак	Kategorie:Tschechoslowakei
Ангилал:Базель багийн тоглогчид	Kategorie:Fußballspieler (FC Basel)
Ангилал:Реал Сосьедад багийн тоглогчид	Kategorie:Fußballspieler (Real Sociedad San Sebastián)
Ангилал:Сампдориа багийн тоглогчид	Kategorie:Fußballspieler (Sampdoria Genua)
Ангилал:Сток Сити багийн тоглогчид	Kategorie:Fußballspieler (Stoke City)
Ангилал:Штутгарт багийн тоглогчид	Kategorie:Fußballspieler (VfB Stuttgart)
Ангилал:Тив тивийн хүмүүс	Kategorie:Person nach Kontinent
Ангилал:Библи дэх түүхэн хүмүүс	Kategorie:Biblische Person
Ангилал:Оюун ухаан судлал	Kategorie:Kognitionswissenschaft
Ангилал:Туркийн ерөнхийлөгчид	Kategorie:Präsident (Türkei)
Ангилал:Кубын Ерөнхийлөгчид	Kategorie:Präsident (Kuba)
Ангилал:Финландын ерөнхийлөгчид	Kategorie:Präsident (Finnland)
Ангилал:Францын Ерөнхийлөгчид	Kategorie:Staatspräsident (Frankreich)
Ангилал:АНУ-ын ерөнхийлөгчид	Kategorie:Präsident der Vereinigten Staaten
Ангилал:Европын түүх	Kategorie:Europäische Geschichte
Ангилал:Азийн түүх	Kategorie:Asiatische Geschichte
Ангилал:Нейрологи	Kategorie:Neurologie
Ангилал:Кирибати	Kategorie:Kiribati
Ангилал:Йордан	Kategorie:Jordanien
Ангилал:Самоа	Kategorie:Samoa
Ангилал:Коста-Рика	Kategorie:Costa Rica
Ангилал:Тринидад ба Тобаго	Kategorie:Trinidad und Tobago
Ангилал:Суринам	Kategorie:Suriname
Ангилал:Никарагуа	Kategorie:Nicaragua
Ангилал:Босни ба Херцеговина	Kategorie:Bosnien und Herzegowina
Ангилал:Норвеги	Kategorie:Norwegen
Ангилал:Барбадос	Kategorie:Barbados
Ангилал:Парагвай	Kategorie:Paraguay
Ангилал:Баруун Сахар	Kategorie:Westsahara
Ангилал:Маршаллын арлууд	Kategorie:Marshallinseln
Ангилал:Лихтенштейн	Kategorie:Liechtenstein
Ангилал:Соломоны арлууд	Kategorie:Salomonen
Ангилал:Гондурас	Kategorie:Honduras
Ангилал:Уругвай	Kategorie:Uruguay
Ангилал:Андорра	Kategorie:Andorra
Ангилал:Серби	Kategorie:Serbien
Ангилал:Белиз	Kategorie:Belize
Ангилал:Гайти	Kategorie:Haiti
Ангилал:Эквадор	Kategorie:Ecuador
Ангилал:Йемен	Kategorie:Jemen
Ангилал:Перу	Kategorie:Peru
Ангилал:Тажик улсын хот	Kategorie:Ort in Tadschikistan
Ангилал:Тив тивийн улс орон	Kategorie:Staat nach Kontinent
Ангилал:Боливи	Kategorie:Bolivien
Ангилал:Албани	Kategorie:Albanien
Ангилал:Далайн орнууд	Kategorie:Staat in Australien und Ozeanien
Ангилал:Монако	Kategorie:Monaco
Ангилал:Хойд Америкийн орнууд	Kategorie:Staat in Nordamerika
Ангилал:Одон орны үзэгдлүүд	Kategorie:Astronomisches Ereignis
Ангилал:Гранада багийн тоглогчид	Kategorie:Fußballspieler (FC Granada)
Ангилал:Мал	Kategorie:Viehwirtschaft
Ангилал:Ньюкасл Юнайтед багийн тоглогчид	Kategorie:Fußballspieler (Newcastle United)
Ангилал:ХристИтгэлт Теологи	Kategorie:Christliche Theologie
Ангилал:Хүнсний ногоонууд	Kategorie:Gemüse
Ангилал:Цагаан идээ	Kategorie:Milchprodukt
Ангилал:Жимснүүд	Kategorie:Obst
Ангилал:Хөлбөмбөгийн дасгалжуулагчид	Kategorie:Fußballtrainer
Ангилал:Эммигийн шагналтнууд	Kategorie:Emmy-Preisträger
Ангилал:Спортын дасгалжуулагчид	Kategorie:Trainer
Ангилал:Атлетико Мадрид багийн тоглогчид	Kategorie:Fußballspieler (Atlético Madrid)
Ангилал:Селтик багийн тоглогчид	Kategorie:Fußballspieler (Celtic Glasgow)
Ангилал:Севилья багийн тоглогчид	Kategorie:Fußballspieler (FC Sevilla)
Ангилал:Порту ХБ-т тоглож байсан	Kategorie:Fußballspieler (FC Porto)
Ангилал:Америк хөлбөмбөгчид	Kategorie:Footballspieler
Ангилал:Нохойн үүлдрүүд	Kategorie:Hunderasse
Ангилал:Цөмийн физик	Kategorie:Kernphysik
Ангилал:Эгэл бөөмийн физик	Kategorie:Teilchenphysik
Ангилал:Хөлбөмбөгийн холбоодын тэргүүн лигүүд	Kategorie:Fußballwettbewerb für Vereinsmannschaften
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээн	Kategorie:Fußball-Weltmeisterschaft 2010
Ангилал:Хөлбөмбөгийн үндэсний шигшээ багууд	Kategorie:Fußballnationalmannschaft
Ангилал:Чүбү муж	Kategorie:Chūbu
Ангилал:Канто муж	Kategorie:Kantō
Ангилал:2003 оны кинонууд	Kategorie:Filmtitel 2003
Ангилал:1991 оны кинонууд	Kategorie:Filmtitel 1991
Ангилал:1994 оны кинонууд	Kategorie:Filmtitel 1994
Ангилал:1997 оны кинонууд	Kategorie:Filmtitel 1997
Ангилал:2005 оны кинонууд	Kategorie:Filmtitel 2005
Ангилал:2007 оны кинонууд	Kategorie:Filmtitel 2007
Ангилал:2008 оны кинонууд	Kategorie:Filmtitel 2008
Ангилал:2010 оны кинонууд	Kategorie:Filmtitel 2010
Ангилал:2011 оны кинонууд	Kategorie:Filmtitel 2011
Ангилал:2009 оны кинонууд	Kategorie:Filmtitel 2009
Ангилал:Францын кинонууд	Kategorie:Französischer Film
Ангилал:Азийн бүсчлэл	Kategorie:Region in Asien
Ангилал:Улс төрийн газарзүй	Kategorie:Politische Geographie
Ангилал:Тив, эх газрын газар зүй	Kategorie:Geographie nach Kontinent
Ангилал:Уур амьсгал	Kategorie:Klima
Ангилал:Пакистаны уул нурууд	Kategorie:Berg in Pakistan
Ангилал:Далайнууд	Kategorie:Ozean
Ангилал:Манга	Kategorie:Manga
Ангилал:Москва	Kategorie:Moskau
Ангилал:Антропологи	Kategorie:Anthropologie
Ангилал:Хумхаа	Kategorie:Malaria
Ангилал:Адуу	Kategorie:Hauspferd
Ангилал:Цэргийн цолнууд	Kategorie:Dienstgrad (Militär)
Ангилал:Гимнастик	Kategorie:Turnen
Ангилал:Үйлдлийн системүүд	Kategorie:Betriebssystem
Ангилал:Австрийн муж	Kategorie:Bundesland in Österreich
Ангилал:Улс төр судлал	Kategorie:Politikwissenschaft
Ангилал:Азийн түүхэн улсууд	Kategorie:Historischer Staat in Asien
Ангилал:Канадын муж, нутаг дэвсгэрүүд	Kategorie:Kanada nach Provinz oder Territorium
Ангилал:Венесуэлийн хот	Kategorie:Ort in Venezuela
Загвар:Интернационале багийн бүрэлдэхүүн	Vorlage:Navigationsleiste Kader von Inter Mailand
Ангилал:Улирлууд	Kategorie:Jahreszeit
Ангилал:Францын хөлбөмбөгийн лиг	Kategorie:Ligue 1
Ангилал:Чонынхон	Kategorie:Hunde
Ангилал:Өмнөд Солонгосын соёл урлаг	Kategorie:Kultur (Südkorea)
Ангилал:Өдрүүд	Kategorie:Tag
Ангилал:Халимаг орны хот	Kategorie:Ort in Kalmückien
Ангилал:Эволюци	Kategorie:Evolution
Ангилал:Английн иргэний дайн	Kategorie:Englischer Bürgerkrieg
Ангилал:Долоон жилийн дайн	Kategorie:Siebenjähriger Krieg
Ангилал:Өмнөд Солонгосын их, дээд сургууль	Kategorie:Universität in Südkorea
Ангилал:Дундын салбарууд	Kategorie:Interdisziplinäre Wissenschaft
Загвар:ESP	Vorlage:ESP
Ангилал:Социализм	Kategorie:Sozialismus
Ангилал:Амьтад	Kategorie:Vielzellige Tiere
Ангилал:Ууттан амьтад	Kategorie:Beutelsäuger
Ангилал:Энхтайван	Kategorie:Frieden
Ангилал:Халимаг орон	Kategorie:Kalmückien
Ангилал:Буриад орон	Kategorie:Burjatien
Ангилал:Францын хөлбөмбөгийн багууд	Kategorie:Französischer Fußballverein
Ангилал:Шотландын хөлбөмбөгийн багууд	Kategorie:Schottischer Fußballverein
Ангилал:Шатар	Kategorie:Schach
Ангилал:2002 оны цомгууд	Kategorie:Album 2002
Ангилал:2007 оны цомгууд	Kategorie:Album 2007
Ангилал:Аруба	Kategorie:Aruba
Ангилал:Науру	Kategorie:Nauru
Ангилал:Тонга	Kategorie:Tonga
Ангилал:Өмнөд Америкийн орнууд	Kategorie:Staat in Südamerika
Ангилал:Гайана	Kategorie:Guyana
Ангилал:Колумб	Kategorie:Kolumbien
Ангилал:Спартагийн хаад	Kategorie:König (Sparta)
Ангилал:Бохеми	Kategorie:Böhmen
Ангилал:Итали хөлбөмбөгийн үндэсний шигшээ баг	Kategorie:Italienische Fußballnationalmannschaft
Ангилал:Физик тоо хэмжээ	Kategorie:Physikalische Größe
Ангилал:Зөвлөлтийн кинонууд	Kategorie:Sowjetischer Film
Загвар:Lang-bar	Vorlage:BarS
Ангилал:Анимэ	Kategorie:Anime
Ангилал:Эрдэнийн чулуунууд	Kategorie:Schmuckstein
Ангилал:Монизм	Kategorie:Monismus
Ангилал:Термодинамик	Kategorie:Thermodynamik
Ангилал:Эртний Египет	Kategorie:Altes Ägypten
Ангилал:Нисэх онгоц, нисдэг тэрэгний ослууд	Kategorie:Flugunfall oder -zwischenfall
Ангилал:Цөмийн ослууд	Kategorie:Nuklearunfall
Ангилал:Төв Америк	Kategorie:Mittelamerika
Ангилал:Японы арал	Kategorie:Insel (Japan)
Ангилал:ОХУ-ын арлууд	Kategorie:Insel (Russland)
Ангилал:Соломоны арлуудын арлууд	Kategorie:Insel (Salomonen)
Ангилал:Хойд Мөсөн далайн арлууд	Kategorie:Insel (Arktischer Ozean)
Ангилал:Атлантын далайн арлууд	Kategorie:Insel (Atlantischer Ozean)
Ангилал:Номхон далайн арлууд	Kategorie:Insel (Pazifischer Ozean)
Ангилал:Оросын Холбооны тойргууд	Kategorie:Föderationskreis der Russischen Föderation
Загвар:МедальТэмцээн	Vorlage:MedalCompetition
Ангилал:Хувцас	Kategorie:Kleidung
Ангилал:Уэльсийн хунтайж нар	Kategorie:Prince Of Wales
Ангилал:Шатах ашигт малтмалууд	Kategorie:Fossiler Brennstoff
Ангилал:Яст мэлхийнүүд	Kategorie:Schildkröten
Ангилал:Мэдээллийн технологи	Kategorie:Informationstechnik
Ангилал:Эртний Египетийн бурхад	Kategorie:Ägyptische Gottheit
Ангилал:Уул нурууд	Kategorie:Gebirge
Ангилал:Ширээний теннис	Kategorie:Tischtennis
Ангилал:Бэйсбол	Kategorie:Baseball
Ангилал:Хуучин нийслэл	Kategorie:Ehemalige Hauptstadt
Ангилал:Эртний хотууд	Kategorie:Historische Stadt
Ангилал:Улсуудын нийслэлүүд	Kategorie:Hauptstadt
Ангилал:Энэтхэгийн хот	Kategorie:Ort in Indien
Ангилал:Орос улсын хот	Kategorie:Ort in Russland
Ангилал:Танзанийн хотууд	Kategorie:Ort in Tansania
Ангилал:АНЭУ-ын хот	Kategorie:Ort in den Vereinigten Arabischen Emiraten
Ангилал:Үйл явдлууд	Kategorie:Veranstaltung
Ангилал:Төв Ази	Kategorie:Zentralasien
Ангилал:Азийн 16-р наадам	Kategorie:Asienspiele 2010
Ангилал:Азийн наадам	Kategorie:Asienspiele
Ангилал:Люксембургийн их вангууд	Kategorie:Großherzog (Luxemburg)
Ангилал:Олимпийн загварууд	Kategorie:Vorlage:Olympische Spiele
Ангилал:Тээврийн дэд бүтэц	Kategorie:Verkehrsbauwerk
Ангилал:Өгөгдлийн бүтэц	Kategorie:Datenstruktur
Ангилал:Археологи	Kategorie:Archäologie
Ангилал:Усны поло	Kategorie:Wasserball
Ангилал:Өвчнүүд	Kategorie:Krankheit
Ангилал:Афины олимп (1896 он)	Kategorie:Olympische Sommerspiele 1896
Ангилал:Астрологи	Kategorie:Astrologie
Ангилал:Афины олимп (2004 он)	Kategorie:Olympische Sommerspiele 2004
Ангилал:Бээжингийн олимп	Kategorie:Olympische Sommerspiele 2008
Ангилал:Өвлийн олимп	Kategorie:Olympische Winterspiele
Ангилал:Үлэг гүрвэлүүд	Kategorie:Dinosaurier
Ангилал:Микронези	Kategorie:Mikronesien
Ангилал:User pl	Kategorie:User pl
Ангилал:Хөнгөн атлетик	Kategorie:Leichtathletik
Ангилал:Эртний Грек	Kategorie:Griechische Geschichte (Antike)
Ангилал:Японы хамтлаг	Kategorie:Japanische Band
Ангилал:Гольф	Kategorie:Golf
Ангилал:Тээвэр	Kategorie:Verkehrswesen
Ангилал:Гадаад харилцаа	Kategorie:Diplomatie
Ангилал:Судалгаа	Kategorie:Forschung
Ангилал:Усанд сэлэлт	Kategorie:Schwimmsport
Ангилал:Бүжиг	Kategorie:Tanzen
Ангилал:Суралцах	Kategorie:Lernen
Ангилал:Алхими	Kategorie:Alchemie
Ангилал:Багийн спортууд	Kategorie:Mannschaftssport
Ангилал:Спортын төрлүүд	Kategorie:Sportart
Ангилал:Гэр бүл	Kategorie:Familie
Ангилал:Үндэсний аюулгүй байдал	Kategorie:Sicherheitspolitik
Ангилал:Коммунизм	Kategorie:Kommunismus
Ангилал:Юань улсын хаан	Kategorie:Kaiser der Yuan-Dynastie
Ангилал:Киев муж	Kategorie:Oblast Kiew
Ангилал:Монгол үндэстэн	Kategorie:Mongolischsprachige Ethnie
Ангилал:Дэлхийн аварга шалгаруулах тэмцээнүүд	Kategorie:Weltmeisterschaft
Ангилал:Эсийн биологи	Kategorie:Zellbiologie
Ангилал:Эпистемологи	Kategorie:Erkenntnistheorie
Ангилал:Графын онол	Kategorie:Graphentheorie
Ангилал:Тооны онол	Kategorie:Zahlentheorie
Ангилал:Хойд Америк	Kategorie:Nordamerika
Ангилал:Дуучид	Kategorie:Sänger
Ангилал:Цөлүүд	Kategorie:Wüste
Ангилал:Нуурууд	Kategorie:See
Ангилал:Канадын нуурууд	Kategorie:See in Kanada
Ангилал:Шинжлэх ухааны арга	Kategorie:Wissenschaftliche Methode
Ангилал:Шинэчлэл	Kategorie:Innovationsmanagement
Ангилал:Хуульчид	Kategorie:Rechtsanwalt
Ангилал:Грекийн тамирчид	Kategorie:Sportler (Griechenland)
Ангилал:Францын тамирчид	Kategorie:Sportler (Frankreich)
Ангилал:Египетийн тамирчид	Kategorie:Sportler (Ägypten)
Ангилал:Оросын Холбооны Улсын тамирчид	Kategorie:Sportler (Russland)
Ангилал:Ирландын тамирчид	Kategorie:Sportler (Irland)
Ангилал:Португалын тамирчид	Kategorie:Sportler (Portugal)
Ангилал:Унгарын тамирчид	Kategorie:Sportler (Ungarn)
Ангилал:Германы тамирчид	Kategorie:Sportler (Deutschland)
Ангилал:Сербийн тамирчид	Kategorie:Sportler (Serbien)
Ангилал:ЗХУ-ын тамирчид	Kategorie:Sportler (Sowjetunion)
Ангилал:Хөлбөмбөгчид	Kategorie:Fußballspieler
Ангилал:Математикч	Kategorie:Mathematiker
Ангилал:Италийн дугуйчид	Kategorie:Radsportler (Italien)
Ангилал:Дугуйчид	Kategorie:Radsportler
Ангилал:Испанийн дугуйчид	Kategorie:Radsportler (Spanien)
Ангилал:Физикчид	Kategorie:Physiker
Ангилал:Байт харваачид	Kategorie:Bogenschütze
Ангилал:Жүдочид	Kategorie:Judoka
Ангилал:Ширээний теннисчид	Kategorie:Tischtennisspieler
Ангилал:Бэйсболчид	Kategorie:Baseballspieler
Ангилал:Эдийн засагчид	Kategorie:Ökonom
Ангилал:Бадминтончид	Kategorie:Badmintonspieler
Ангилал:Астрологичид	Kategorie:Astrologe
Загвар:Инфобокс Хэл	Vorlage:Infobox Sprache
Ангилал:Италийн ерөнхийлөгчид	Kategorie:Staatspräsident (Italien)
Загвар:Lang-tt	Vorlage:TtS
Ангилал:Аргентины хот	Kategorie:Ort in Argentinien
Ангилал:Хятадын хот	Kategorie:Ort in China
Ангилал:Бугынхан	Kategorie:Hirsche
Ангилал:Усан спортууд	Kategorie:Wassersport
Ангилал:Хорватын тамирчид	Kategorie:Sportler (Kroatien)
Ангилал:Австрийн тамирчин	Kategorie:Sportler (Österreich)
Ангилал:Тамирчин	Kategorie:Sportler
Ангилал:Газарзүйчид	Kategorie:Geograph
Ангилал:Японы нутаг ус	Kategorie:Person (Japan) nach Präfektur
Ангилал:Индонезийн ерөнхийлөгчид	Kategorie:Präsident (Indonesien)
Ангилал:Өмнөд Солонгосын ерөнхийлөгчид	Kategorie:Präsident (Südkorea)
Ангилал:Египетийн ерөнхийлөгчид	Kategorie:Präsident (Ägypten)
Ангилал:Тунисын ерөнхийлөгчид	Kategorie:Staatspräsident (Tunesien)
Ангилал:Өмнөд Америкийн түүх	Kategorie:Südamerikanische Geschichte
Ангилал:Гватемал	Kategorie:Guatemala
Ангилал:Шинжлэх ухааны философи	Kategorie:Wissenschaftstheorie
Ангилал:Улс төрийн философи	Kategorie:Politische Philosophie
Ангилал:Вест Хэм Юнайтед багийн тоглогчид	Kategorie:Fußballspieler (West Ham United)
Ангилал:2008 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Kategorie:Fußball-Europameisterschaft 2008
Ангилал:Байгалийн гамшгууд	Kategorie:Naturkatastrophe
Ангилал:Чүгокү муж	Kategorie:Chūgoku
Ангилал:Кюшү муж	Kategorie:Kyūshū
Ангилал:Кансай муж	Kategorie:Kansai
Ангилал:Тохокү муж	Kategorie:Tōhoku
Ангилал:GFDL зургууд	Kategorie:Datei:GFDL
Ангилал:Энэтхэгийн далай	Kategorie:Indischer Ozean
Ангилал:Макао	Kategorie:Macau
Ангилал:Тээврийн хэрэгслүүд	Kategorie:Fahrzeug
Ангилал:ЮНЕСКО	Kategorie:UNESCO
Ангилал:Умард Европ	Kategorie:Nordeuropa
Ангилал:Автомашинууд	Kategorie:Automobil
Ангилал:Улс төрийн системүүд	Kategorie:Politisches System
Ангилал:Танкууд	Kategorie:Panzer
Ангилал:Түүхэн улсууд	Kategorie:Historischer Staat
Ангилал:Аргентины ерөнхийлөгчид	Kategorie:Präsident (Argentinien)
Ангилал:Фашистууд	Kategorie:Person des Faschismus
Ангилал:Өмнөд Солонгосын хамтлагууд	Kategorie:Südkoreanische Band
Ангилал:Хойд Америкийн нийслэлүүд	Kategorie:Hauptstadt in Nordamerika
Ангилал:Өмнөд Америкийн нийслэлүүд	Kategorie:Hauptstadt in Südamerika
Ангилал:Мексикийн хотууд	Kategorie:Ort in Mexiko
Ангилал:Африкийн нийслэлүүд	Kategorie:Hauptstadt in Afrika
Ангилал:Монгол орны соёл	Kategorie:Kultur (Mongolei)
Ангилал:Ираны соёл	Kategorie:Kultur (Iran)
Ангилал:Төвөд соёл	Kategorie:Kultur (Tibet)
Ангилал:Европын Холбоо	Kategorie:Europäische Kommission
Ангилал:Өмнө Судан улсын хот	Kategorie:Ort im Südsudan
Ангилал:Балбын хот	Kategorie:Ort in Nepal
Ангилал:Нигерийн хотууд	Kategorie:Ort in Niger
Ангилал:Никарагуагийн хотууд	Kategorie:Ort in Nicaragua
Ангилал:Румын улсын хот	Kategorie:Ort in Rumänien
