अफ़्रीका	Afrika
अबू धाबी	Abu Dhabi
अस्ताना	Astana
नया मेक्सिको	New Mexico
रामेसेस द्वितीय	Ramses II.
एथेंस	Athen
रामेसेस प्रथम	Ramses I.
मिनेसोटा	Minnesota
बग़दाद	Bagdad
काराकास	Caracas
समन्वित सार्वत्रिक समय	Koordinierte Weltzeit
विस्कॉन्सिन	Wisconsin
पुणे	Pune
सिसरो	Marcus Tullius Cicero
एसी मिलान	AC Mailand
आयोवा	Iowa
नेब्रास्का	Nebraska
ग्वाटेमाला नगर	Guatemala-Stadt
केन्सास	Kansas
हवाना	Havanna
तम्बाकू	Tabak
हिन्दी	Hindi
मराठी भाषा	Marathi
अवास्ट!	Avast!
इण्टरनेट ऍक्सप्लोरर	Internet Explorer
सिगार	Zigarre
सिगरेट	Zigarette
गणेश	Ganesha
मिज़ूरी	Missouri
जॉर्ज साइमन ओम	Georg Simon Ohm
लुईज़ियाना	Louisiana
नागालैण्ड	Nagaland
केन्टकी	Kentucky
अल्फा रोमियो 159	Alfa Romeo 159
आर्कन्सा	Arkansas
उर्दू भाषा	Urdu
ओक्लाहोमा	Oklahoma
डैन्यूब नदी	Donau
मो फरहा	Mo Farah
उत्तरी सागर	Nordsee
काइल	Kiel
पॉट्सडैम	Potsdam
हनोवर	Hannover
डसेलडॉर्फ़	Düsseldorf
मैन्ज़	Mainz
विसबैडेन	Wiesbaden
सारब्रुकेन	Saarbrücken
म्यूनिख	München
समारा ओब्लास्त	Oblast Samara
अरफ़र्ट	Erfurt
ड्रेसडेन	Dresden
मागदेबुर्ग	Magdeburg
वालीबॉल	Volleyball
वियना	Wien
मैडोना (मनोरंजनकर्ता)	Madonna (Künstlerin)
कोपनहेगन	Kopenhagen
स्टॉकहोम	Stockholm
हेलसिंकी	Helsinki
मूरमान्स्क ओब्लास्त	Oblast Murmansk
डबलिन	Dublin
मूरमान्स्क	Murmansk
रेक्जाविक	Reykjavík
ताल्लिन	Tallinn
रीगा	Riga
ज़ांज़ीबार	Sansibar
लुईस आर्मस्ट्रांग	Louis Armstrong
बुडापेस्ट	Budapest
फ़्रैंकफ़र्ट	Frankfurt am Main
कोच्चि	Kochi (Indien)
लाञ्थनम	Lanthan
प्रोमेथियम	Promethium
खगोलीय इकाई	Astronomische Einheit
सैमरियम	Samarium
आचे	Aceh
ग्याडोलिनियम	Gadolinium
ज़िनेदिन जिदेन	Zinédine Zidane
टर्बियम	Terbium
कैथोलिक धर्म	Katholizismus
डिस्प्रोसियम	Dysprosium
बाइबिल	Bibel
होल्मियम	Holmium
अर्बियम	Erbium
नामपेन्ह	Phnom Penh
थुलियम	Thulium
हो ची मिन्ह शहर	Ho-Chi-Minh-Stadt
यिट्टरबियम	Ytterbium
लुटेटियम	Lutetium
हनोई	Hanoi
ईसा मसीह सत्य गिरजाघर	Wahre Jesus-Kirche
अंग्रेज़ी भाषा	Englische Sprache
बैंकॉक	Bangkok
कुआ लालम्पुर	Kuala Lumpur
ताइपे	Taipeh
आरख़ान्गेल्स्क ओब्लास्त	Oblast Archangelsk
क्यूरियम	Curium
कॉन्सेप्सिओन	Concepción (Chile)
बर्केलियम	Berkelium
राजनय	Diplomatie
आइंस्टीनियम	Einsteinium
पेत्रोज़ावोद्स्क	Petrosawodsk
फर्मीयम	Fermium
मेण्डेलीवियम	Mendelevium
कीव	Kiew
नोबेलियम	Nobelium
ओण्टारियो	Ontario
लॉरेंशियम	Lawrencium
कारेलिया गणतंत्र	Republik Karelien
ओटावा	Ottawa
बृहस्पति के प्राकृतिक उपग्रह	Liste der Jupitermonde
जुबा	Juba (Stadt)
मानिटोबा	Manitoba
अल्बर्टा	Alberta
येरवान	Jerewan
कोंस्कोवोला	Końskowola
दार अस सलाम	Daressalam
खार्तूम	Khartum
फ़ॉर्मूला वन	Formel 1
शनि के प्राकृतिक उपग्रह	Liste der Saturnmonde
ब्रिटिश कोलम्बिया	British Columbia
२०००	2000
२००३	2003
२००२	2002
२००१	2001
२०१२	2012
२०११	2011
२०१०	2010
२००९	2009
कार्बन डाईऑक्साइड	Kohlenstoffdioxid
२०१३	2013
२०१४	2014
२०१५	2015
२००८	2008
जावास्क्रिप्ट	JavaScript
२००४	2004
२००५	2005
ड्रैगन बॉल	Dragon Ball
२००६	2006
२००७	2007
कार्बन मोनोआक्साइड	Kohlenstoffmonoxid
लिनक्स मिण्ट	Linux Mint
वेरोना	Verona
नोटपैड++	Notepad++
१९००	1900
१९०१	1901
चार्ल्स डी गॉल	Charles de Gaulle
१९०२	1902
फ़्लोरेन्स	Florenz
१९०३	1903
१९०४	1904
१९०५	1905
१९०७	1907
१९०६	1906
ए सी एफ फिओरेंटीना	AC Florenz
एचटीएमएल फाइव	HTML5
१९०८	1908
१९०९	1909
१९९२	1992
१९९१	1991
१९९०	1990
१९९३	1993
१९९४	1994
१९९५	1995
१९९६	1996
१९१०	1910
१९११	1911
१९१२	1912
लिपजिग	Leipzig
१९१३	1913
१९१४	1914
१९१५	1915
१९१६	1916
१९९७	1997
१९९८	1998
१९९९	1999
१९१७	1917
१९१८	1918
भोजन	Lebensmittel
साँप	Schlangen
ज़्याक शिराक	Jacques Chirac
प्रकाश का वेग	Lichtgeschwindigkeit
एक्स॰एम॰एल॰	Extensible Markup Language
इरुमेशियो	Oralverkehr
न्यूट्रिनो	Neutrino
वरुण के प्राकृतिक उपग्रह	Liste der Neptunmonde
क्यूबेक नगर	Québec (Stadt)
१ जनवरी	1. Januar
२ जनवरी	2. Januar
अरुण के प्राकृतिक उपग्रह	Liste der Uranusmonde
सुभाष चन्द्र बोस	Subhash Chandra Bose
१९२०	1920
३ जनवरी	3. Januar
१९१९	1919
१९२१	1921
१९२२	1922
४ जनवरी	4. Januar
१९२३	1923
१९२४	1924
क्षुद्रग्रह घेरा	Asteroidengürtel
क्यू आर पीडिया	QRpedia
जेपीईजी	JPEG
बौना ग्रह	Zwergplanet
५ जनवरी	5. Januar
एरिका	Arica
६ जनवरी	6. Januar
इलेक्ट्रॉन	Elektron
७ जनवरी	7. Januar
८ जनवरी	8. Januar
वेलीकी नोव्गोरोड	Weliki Nowgorod
९ जनवरी	9. Januar
१० जनवरी	10. Januar
११ जनवरी	11. Januar
१२ जनवरी	12. Januar
बज़ एल्ड्रिन	Buzz Aldrin
१३ जनवरी	13. Januar
बर्मिंघम	Birmingham
१४ जनवरी	14. Januar
१५ जनवरी	15. Januar
१६ जनवरी	16. Januar
टॉम हैंक्स	Tom Hanks
१७ जनवरी	17. Januar
१८ जनवरी	18. Januar
१९ जनवरी	19. Januar
२० जनवरी	20. Januar
औद्योगिक क्रांति	Industrielle Revolution
बेंजीन	Benzol
२१ जनवरी	21. Januar
२२ जनवरी	22. Januar
२३ जनवरी	23. Januar
रोमन साम्राज्य	Römische Kaiserzeit
२४ जनवरी	24. Januar
२५ जनवरी	25. Januar
मिन्‍स्‍क	Minsk
२६ जनवरी	26. Januar
माइक्रोसॉफ़्ट	Microsoft
२७ जनवरी	27. Januar
२८ जनवरी	28. Januar
२९ जनवरी	29. Januar
३० जनवरी	30. Januar
३१ जनवरी	31. Januar
त्वेर ओब्लास्ट	Oblast Twer
चक	Chuck (Fernsehserie)
प्रोटॉन	Proton
२ दिसम्बर	2. Dezember
१ दिसम्बर	1. Dezember
३ दिसम्बर	3. Dezember
७ दिसम्बर	7. Dezember
५ दिसम्बर	5. Dezember
८ दिसम्बर	8. Dezember
१० दिसम्बर	10. Dezember
६ दिसम्बर	6. Dezember
९ दिसम्बर	9. Dezember
पिंक फ़्लॉइड	Pink Floyd
४ दिसम्बर	4. Dezember
१ फ़रवरी	1. Februar
२ फ़रवरी	2. Februar
३ फ़रवरी	3. Februar
कुरुफ़	Kurów
४ फ़रवरी	4. Februar
५ फ़रवरी	5. Februar
६ फ़रवरी	6. Februar
७ फ़रवरी	7. Februar
८ फ़रवरी	8. Februar
९ फ़रवरी	9. Februar
१० फ़रवरी	10. Februar
रसायन शास्त्र	Chemie
१४ फ़रवरी	14. Februar
१३ फ़रवरी	13. Februar
१५ फरवरी	15. Februar
११ फ़रवरी	11. Februar
१२ फ़रवरी	12. Februar
रोबिन वन पेर्सिए	Robin van Persie
१९ फरवरी	19. Februar
१७ फ़रवरी	17. Februar
१६ फ़रवरी	16. Februar
१८ फ़रवरी	18. Februar
२० फ़रवरी	20. Februar
विश्लेषी रसायन	Analytische Chemie
न्यूट्रॉन	Neutron
२१ फ़रवरी	21. Februar
२२ फ़रवरी	22. Februar
२३ फ़रवरी	23. Februar
२४ फ़रवरी	24. Februar
२५ फ़रवरी	25. Februar
२६ फरवरी	26. Februar
२७ फ़रवरी	27. Februar
२८ फ़रवरी	28. Februar
११ दिसम्बर	11. Dezember
२९ फ़रवरी	29. Februar
१२ दिसम्बर	12. Dezember
सी शार्प	C-Sharp
विज़ुअल बेसिक	Visual Basic Classic
१३ दिसम्बर	13. Dezember
१४ दिसम्बर	14. Dezember
१५ दिसम्बर	15. Dezember
२ मार्च	2. März
३ मार्च	3. März
५ मार्च	5. März
१ मार्च	1. März
७ मार्च	7. März
८ मार्च	8. März
४ मार्च	4. März
१० मार्च	10. März
११ मार्च	11. März
६ मार्च	6. März
१३ मार्च	13. März
९ मार्च	9. März
१२ मार्च	12. März
१५ मार्च	15. März
१४ मार्च	14. März
सी++	C++
हाइड्रोक्लोरिक अम्ल	Salzsäure
१६ दिसम्बर	16. Dezember
१७ दिसम्बर	17. Dezember
१६ मार्च	16. März
१७ मार्च	17. März
१८ मार्च	18. März
यरोस्लाव	Jaroslawl
१९ मार्च	19. März
१९८९	1989
१९८८	1988
२० मार्च	20. März
१९८७	1987
१९८६	1986
१९८५	1985
१९८४	1984
२१ मार्च	21. März
१९८३	1983
२२ मार्च	22. März
१९८२	1982
१९८१	1981
१८ दिसम्बर	18. Dezember
